"","id","Organization.Name","Organization.Name.URL","Industries","Headquarters.Location","Description","CB.Rank..Company.","Estimated.Revenue.Range","Founded.Date","Founded.Date.Precision","Industry.Groups","Number.of.Founders","Number.of.Employees","Number.of.Funding.Rounds","Total.Funding.Amount","Total.Funding.Amount.Currency","Total.Funding.Amount.Currency..in.USD.","Number.of.Investors","IPO.Status","IPO.Date","Acquisition.Status","Number.of.Events","Number.of.Lead.Investors","Funding.Status","Last.Funding.Date","Last.Funding.Amount","Last.Funding.Amount.Currency","Last.Funding.Amount.Currency..in.USD.","Last.Funding.Type","IPqwery...Total.Patents","IPqwery...Total.Trademarks","Investment.Stage","Y"
"895",895,"Social Bluebook","https://www.crunchbase.com/organization/social-bluebook","Social Media, Social Media Advertising, Social Media Marketing","Los Angeles, California, United States","Social Bluebook creates tools that empower creators and bring true transparency to the influencer marketplace.",20930,"$1M to $10M","2015-05-01","month","Advertising, Internet Services, Media and Entertainment, Sales and Marketing","2","11-50","2","96374","USD","96374","1","Private","NA","NA","NA","NA","NA","2017-10-17","96374","USD","96374","Equity Crowdfunding","NA","NA","NA",0
"896",896,"Menlo Micro","https://www.crunchbase.com/organization/menlo-micro","Electronics, Semiconductor","Irvine, California, United States","MENLO MICRO HAS DEVELOPED THE MOST IMPORTANT TECHNOLOGICAL INNOVATION IN ELECTRONICS SINCE THE TRANSISTOR....THE IDEAL SWITCH",20933,"$1M to $10M","2016-12-02","day","Consumer Electronics, Hardware, Science and Engineering","2","11-50","1","18700000","USD","18700000","4","Private","NA","NA","2","NA","NA","2016-12-06","18700000","USD","18700000","Venture - Series Unknown","NA","NA","NA",0
"897",897,"ICONIC Protein","https://www.crunchbase.com/organization/iconic-protein","Wellness","Santa Monica, California, United States","ICONIC Protein is a Santa Monica-based natural foods company specializing in premium, grass-fed protein drinks.",20958,"NA","2011-01-01","year","Health Care","NA","1-10","2","8e+06","USD","8e+06","6","Private","NA","NA","NA","1","Early Stage Venture","2017-09-13","8e+06","USD","8000000","Series A","NA","NA","NA",0
"898",898,"ListReports","https://www.crunchbase.com/organization/listreports","Marketing, Property Management, Real Estate","Orange, California, United States","ListReports is an innovative new startup in the real estate technology industry.",20959,"$1M to $10M","2015-02-02","day","Real Estate, Sales and Marketing","3","51-100","4","1425911","USD","1425911","2","Private","NA","NA","NA","1","NA","2018-11-14","555000","USD","555000","Debt Financing","1","3","NA",0
"899",899,"Zevia","https://www.crunchbase.com/organization/zevia","Food and Beverage, Grocery, Retail","Culver City, California, United States","Zevia LLC produces zero-calorie diet sodas. It offers sodas in various flavors, such as black cherry, caffeine free cola, cherry cola.",20996,"$10M to $50M","2007-01-01","year","Commerce and Shopping, Food and Beverage","1","11-50","3","24010000","USD","24010000","NA","Private","NA","NA","NA","NA","NA","2015-03-23","11780000","USD","11780000","Venture - Series Unknown","0","9","NA",0
"900",900,"Spherical Defense","https://www.crunchbase.com/organization/spherical-defence-labs","Artificial Intelligence, Cyber Security, Security","Walnut, California, United States","Spherical Defence Labs offers a structured API web application firewall using neural networks.",21025,"NA","2015-07-24","day","Artificial Intelligence, Data and Analytics, Information Technology, Privacy and Security, Science and Engineering, Software","3","NA","4","2024983","USD","2024983","6","Private","NA","NA","NA","2","Seed","2018-01-31","2e+06","USD","2000000","Seed","NA","NA","NA",0
"901",901,"Pipeliner CRM","https://www.crunchbase.com/organization/pipelinersales-corporation","CRM, Direct Sales, SaaS, Sales Automation, Small and Medium Businesses, Social CRM, Software","Pacific Palisades, California, United States","Pipeliner CRM, a sales enablement tool for Sales management and salespeople – focusing on pipeline management, sales process and analytics.",21124,"$1M to $10M","2009-01-01","year","Information Technology, Sales and Marketing, Software","1","101-250","1","2e+06","USD","2e+06","NA","Private","NA","NA","2","NA","NA","2013-11-19","2e+06","USD","2000000","Venture - Series Unknown","NA","NA","NA",0
"902",902,"ReShape Lifesciences","https://www.crunchbase.com/organization/reshape-medical","Health Care, Medical Device","San Clemente, California, United States","ReShape Lifesciencesis a developer of minimally invasive medical devices to treat obesity and metabolic diseases.",21149,"$1M to $10M","2005-01-01","year","Health Care","1","51-100","11","110750000","USD","110750000","8","Public","2007-11-16","Was Acquired","NA","4","M&A","2018-07-11","3e+06","USD","3000000","Post-IPO Equity","48","3","NA",0
"903",903,"Champions Round","https://www.crunchbase.com/organization/champions-round","Android, Digital Entertainment, eSports, Fantasy Sports, iOS, Mobile, Mobile Apps, Online Games, Sports, Video Games","Los Angeles, California, United States","Fan engagement tools for traditional sports & eSports.",21158,"NA","2018-05-14","day","Apps, Gaming, Media and Entertainment, Mobile, Platforms, Software, Sports","2","1-10","2","780000","USD","780000","NA","Private","NA","NA","NA","NA","NA","2020-03-01","NA","NA","NA","Convertible Note","NA","NA","NA",0
"904",904,"Revolution Prep","https://www.crunchbase.com/organization/revolution-prep","EdTech, Education, Skill Assessment, Tutoring","Santa Monica, California, United States","Revolution Prep provides education software and services that enable students to score better at exams.",21182,"$10M to $50M","2002-01-01","year","Education, Software","2","101-250","3","1.9e+07","USD","1.9e+07","2","Private","NA","Made Acquisitions","NA","1","Early Stage Venture","2017-05-08","4e+06","USD","4000000","Series B","0","2","NA",0
"905",905,"Beanfields","https://www.crunchbase.com/organization/beanfields","Food and Beverage, Food Processing, Health Care","Los Angeles, California, United States","Beanfields's mission is to make the world a healthier place to crunch.",21188,"NA","2010-01-01","year","Food and Beverage, Health Care","1","11-50","3","7e+06","USD","7e+06","3","Private","NA","Was Acquired","1","1","M&A","2019-02-28","NA","NA","NA","Series B","0","1","NA",0
"906",906,"Anyone Home","https://www.crunchbase.com/organization/anyone-home","CRM, Internet of Things, Property Management, Real Estate, Software","Lake Forest, California, United States","Anyone Home is a software and services company focused on engagement in the multi and single-family rental housing market.",21248,"$10M to $50M","2013-01-01","year","Information Technology, Internet Services, Real Estate, Sales and Marketing, Software","1","251-500","5","10481224","USD","10481224","1","Private","NA","NA","NA","1","NA","2019-02-08","1674998","USD","1674998","Venture - Series Unknown","0","4","NA",0
"907",907,"JetSuite","https://www.crunchbase.com/organization/jetsuite","Aerospace, Travel","Irvine, California, United States","JetSuite owns and operates a fleet of WiFi-equipped JetSuite Edition CJ3s and Phenom 100s available for private jet charter.",21322,"$10M to $50M","2009-01-01","year","Science and Engineering, Travel and Tourism","3","101-250","2","7e+06","USD","7e+06","1","Private","NA","NA","NA","1","NA","2016-10-25","NA","NA","NA","Venture - Series Unknown","0","5","NA",0
"908",908,"DEARhealth","https://www.crunchbase.com/organization/dearhealth","Health Care, Hospital, Medical, Therapeutics","Beverly Hills, California, United States","DEARhealth delivers a platform for value-based chronic disease management",21402,"Less than $1M","2013-01-01","year","Health Care","2","1-10","2","6800000","USD","6800000","4","Private","NA","NA","NA","1","Early Stage Venture","2019-07-17","6800000","USD","6800000","Series A","NA","NA","NA",0
"909",909,"Gavelytics","https://www.crunchbase.com/organization/gavelytics","Artificial Intelligence, Data Visualization, Legal","Santa Monica, California, United States","Gavelytics is a California-based judicial analytics company.",21408,"NA","2016-01-01","year","Artificial Intelligence, Data and Analytics, Design, Information Technology, Professional Services, Science and Engineering, Software","2","11-50","3","5700000","USD","5700000","7","Private","NA","NA","NA","NA","Seed","2018-02-28","3200000","USD","3200000","Seed","1","3","NA",0
"910",910,"Manufactured","https://www.crunchbase.com/organization/manufactured","Consumer Goods, Internet, Manufacturing, SaaS, Software, Supply Chain Management","Los Angeles, California, United States","vertical SaaS for contract manufacturing",21416,"NA","2017-11-01","month","Consumer Goods, Internet Services, Manufacturing, Software, Transportation","1","1-10","4","2680000","USD","2680000","15","Private","NA","NA","NA","2","Seed","2019-02-20","130000","USD","130000","Seed","NA","NA","NA",0
"911",911,"PeakMetrics","https://www.crunchbase.com/organization/civicfeed","Analytics, Business Intelligence, Digital Marketing, Marketing, Marketing Automation, Natural Language Processing, Politics","Los Angeles, California, United States","PeakMetrics helps organizations leverage data-driven insights to understand media coverage and develop successful digital content faster.",21422,"Less than $1M","2017-09-01","month","Artificial Intelligence, Data and Analytics, Government and Military, Sales and Marketing, Software","3","1-10","2","450000","USD","450000","3","Private","NA","NA","NA","NA","Seed","2020-02-10","NA","NA","NA","Pre-Seed","NA","NA","NA",0
"912",912,"CESPPA","https://www.crunchbase.com/organization/cesppa","Cyber Security, Information Technology, Internet, Security","Playa Vista, California, United States","Application Security Platform",21427,"NA","2018-06-01","month","Information Technology, Internet Services, Privacy and Security","2","1-10","1","1500000","USD","1500000","1","Private","NA","NA","NA","1","Seed","2018-07-19","1500000","USD","1500000","Seed","0","1","NA",0
"913",913,"OpenHouse","https://www.crunchbase.com/organization/openhouse-inc","Big Data, Real Estate","Santa Monica, California, United States","OpenHouse is a better way to find your dream home, and a smarter way to connect you with the agent that can make it yours.",21433,"NA","2010-01-01","year","Data and Analytics, Real Estate","3","11-50","1","13500000","USD","13500000","2","Private","NA","Made Acquisitions, Was Acquired","1","1","M&A","2015-11-19","13500000","USD","13500000","Series A","NA","NA","NA",0
"914",914,"iGlass Technology","https://www.crunchbase.com/organization/wisp-2","Energy Efficiency, Green Building, Smart Building, Smart Home, Windows","Irvine, California, United States","iGlass Technology has created “digital blinds” -  durable film with digitally tunable light transmittance - retrofit Smart Windows.",21437,"Less than $1M","2014-01-01","year","Consumer Electronics, Energy, Platforms, Real Estate, Sustainability","2","11-50","8","6e+06","USD","6e+06","2","Private","NA","NA","NA","1","Seed","2017-12-20","2e+05","USD","200000","Seed","7","4","NA",0
"915",915,"Sabio Mobile","https://www.crunchbase.com/organization/sabio-mobile","Advertising, Advertising Platforms, Artificial Intelligence, Digital Marketing, Mobile","Santa Monica, California, United States","Sabio Mobile's unique Mobile technology allows for brands to more efficently reach their audiences .",21442,"$1M to $10M","2014-03-15","day","Advertising, Artificial Intelligence, Data and Analytics, Mobile, Sales and Marketing, Science and Engineering, Software","2","11-50","5","4350000","USD","4350000","NA","Private","NA","NA","NA","NA","NA","2017-10-01","1e+05","USD","100000","Convertible Note","0","4","NA",0
"916",916,"SpankChain","https://www.crunchbase.com/organization/spankchain","Adult, Blockchain, Cryptocurrency, Ethereum","Venice, California, United States","SpankChain is an adult entertainment ecosystem powered by blockchain technology.",21482,"NA","2017-01-01","year","Financial Services, Payments, Software","4","51-100","1","6e+06","USD","6e+06","NA","Private","NA","NA","1","NA","NA","2017-10-01","6e+06","USD","6000000","Initial Coin Offering","NA","NA","NA",0
"917",917,"Tiltify","https://www.crunchbase.com/organization/tiltify","Crowdfunding","West Hollywood, California, United States","Tiltify is first crowdfunding site designed to turn your livestreams into a charity fundraiser.",21528,"$1M to $10M","2013-01-01","year","Financial Services","1","NA","1","999996","USD","999996","NA","Private","NA","NA","4","NA","Seed","2017-11-22","999996","USD","999996","Seed","NA","NA","NA",0
"918",918,"Onestop Internet","https://www.crunchbase.com/organization/onestop","E-Commerce, Fashion, Internet, Retail Technology","El Segundo, California, United States","Onestop Internet is a full-spectrum eCommerce partner backed by blue-chip investors Bessemer Ventures and Fung Capital USA (Li & Fung.)",21535,"$1M to $10M","2003-01-01","year","Clothing and Apparel, Commerce and Shopping, Design, Hardware, Internet Services, Software","3","501-1000","2","22450000","USD","22450000","2","Private","NA","NA","NA","2","Early Stage Venture","2011-11-29","9150000","USD","9150000","Series B","0","1","NA",0
