Y,id,Organization.Name,Industries,Headquarters.Location,Description,CB.Rank..Company.,Estimated.Revenue.Range,Founded.Date,Founded.Date.Precision,Industry.Groups,Number.of.Founders,Number.of.Employees,Number.of.Funding.Rounds,Total.Funding.Amount,Number.of.Investors,IPO.Status,IPO.Date,Acquisition.Status,Number.of.Events,Number.of.Lead.Investors,Funding.Status,Last.Funding.Date,Last.Funding.Amount.Currency..in.USD.,Last.Funding.Type,IPqwery...Total.Patents,IPqwery...Total.Trademarks,Investment.Stage
0,921,FanDragon Technologies,"Blockchain, Information Technology, SaaS, Ticketing","West Hollywood, California, United States",Global Ticketing Distribution,21597,NA,1/1/2018,year,"Events, Information Technology, Media and Entertainment, Software",1,11-50,1,12000000,NA,Private,NA,NA,NA,NA,NA,7/24/2019,12000000,Venture - Series Unknown,0,10,NA
0,922,POPin,"Apps, Mobile","Irvine, California, United States","POPin is a crowd-solving platform and mobile app that operationalizes team engagement to drive problem-solving, innovation and execution.",21610,Less than $1M,1/1/2013,year,"Apps, Mobile, Software",1,11-50,2,13198631,2,Private,NA,NA,2,1,NA,4/13/2018,7198631,Venture - Series Unknown,NA,NA,NA
0,923,eTribez,"Broadcasting, Digital Entertainment, Film Production, Productivity Tools, SaaS","Los Angeles, California, United States","eTribez is the world leader Casting and Production Management platform, working with the leading shows in the world.",21738,$1M to $10M,1/1/2012,year,"Media and Entertainment, Software, Video",3,11-50,3,10000000,3,Private,NA,NA,NA,1,Early Stage Venture,1/4/2019,3500000,Series B,NA,NA,NA
0,924,Alexandria Real Estate Equities,"Asset Management, Commercial Real Estate, Life Science, Real Estate","Pasadena, California, United States","Alexandria Real Estate Equities, Inc., Landlord of Choice to the Life Science Industry, is the largest owner and pre-eminent",21827,$100M to $500M,1/1/1994,year,"Biotechnology, Financial Services, Real Estate, Science and Engineering",1,251-500,1,220000,NA,Public,1997-06-06,Was Acquired,2,NA,M&A,1/15/2017,220000,Seed,0,144,"Late Stage Venture, Private Equity"
0,925,i(x) investments,"Renewable Energy, Venture Capital","Santa Monica, California, United States",i(x) investments is a permanently capitalized holding company.,21828,NA,1/1/2015,year,"Energy, Financial Services, Lending and Investments, Sustainability",2,NA,1,12000000,5,Private,NA,NA,NA,NA,Early Stage Venture,3/21/2019,12000000,Series A,0,14,NA
0,926,SyncOnSet Technologies,"Film, Film Production, Software, TV Production, Video","Los Angeles, California, United States",SyncOnSet is the leading entertainment technology company for digitizing physical production and managing creative content.,21859,Less than $1M,4/20/2012,day,"Media and Entertainment, Software, Video",4,11-50,5,8188947,8,Private,NA,Was Acquired,NA,1,M&A,11/2/2018,1250000,Venture - Series Unknown,0,2,NA
0,927,Discotech,"Android, Hospitality, iOS, Lifestyle, Nightlife, Travel","Los Angeles, California, United States","Top-rated nightlife app that allows users to browse and book table service, purchase presale tickets, and sign up for guest lists.",21899,Less than $1M,1/1/2012,year,"Community and Lifestyle, Events, Media and Entertainment, Mobile, Platforms, Software, Travel and Tourism",5,1-10,5,500000,6,Private,NA,NA,NA,NA,NA,2/1/2017,NA,Venture - Series Unknown,0,1,NA
0,928,Purple Squirrel,"Employment, Human Resources, Internet, Recruiting","Los Angeles, California, United States",Purple Squirrel gives job seekers access to employees at the best companies in the world so that they can make friends in high places,21936,NA,1/1/2015,year,"Internet Services, Professional Services",1,1-10,1,2700000,6,Private,NA,NA,NA,1,Seed,3/21/2017,2700000,Seed,0,1,NA
0,929,"Titan Health & Security Technologies, ""Titan HST""","Enterprise Software, Information Technology, Law Enforcement, Messaging, mHealth, Mobile, Public Safety","Newport Beach, California, United States","Comprehensive emergency communications network & mass notification system serving businesses, schools and governments.",21945,Less than $1M,2/10/2012,day,"Government and Military, Health Care, Information Technology, Internet Services, Messaging and Telecommunications, Mobile, Privacy and Security, Software",1,11-50,2,3766000,NA,Private,NA,NA,NA,NA,NA,10/10/2018,1566000,Venture - Series Unknown,14,4,NA
0,930,Float,"Credit, Financial Services, Machine Learning","Los Angeles, California, United States",Float is a mobile-first credit experience that offers small dollar credit lines built on bank and alternative data.,21973,NA,1/1/2015,year,"Artificial Intelligence, Data and Analytics, Financial Services, Lending and Investments, Software",3,1-10,3,2500000,5,Private,NA,NA,1,2,Seed,2/9/2016,1500000,Seed,0,4,NA
0,931,Sanguine,"Biotechnology, Clinical Trials, Health Care","Sherman Oaks, California, United States","We are the missing link in clinical trials, connecting patients & researchers seamlessly using mobile health to advance research from home.",22011,$1M to $10M,1/1/2010,year,"Biotechnology, Health Care, Science and Engineering",5,11-50,4,6000000,7,Private,NA,NA,NA,1,NA,3/18/2018,NA,Venture - Series Unknown,0,2,NA
0,932,XPRIZE,"Education, Innovation Management, Non Profit","Playa Vista, California, United States",XPRIZE designs and manages public competitions intended to encourage technological development that could benefit mankind.,22021,$10M to $50M,1/1/1995,year,Education,NA,51-100,1,1750000,NA,Private,NA,NA,11,NA,NA,10/23/2018,1750000,Grant,0,23,NA
0,933,Arsenic,"Lifestyle, Media and Entertainment, Online Portals","Los Angeles, California, United States","Arsenic Magazine is a by-the-people, for-the-people, online lifestyle and culture magazine based in the Arts District.",22027,$1M to $10M,1/1/2014,year,"Community and Lifestyle, Internet Services, Media and Entertainment",2,11-50,3,3000000,4,Private,NA,NA,NA,1,Seed,1/22/2018,NA,Seed,NA,NA,NA
0,934,Social Spaces,"Apps, Big Data, PaaS, Property Management, Real Estate, Rental, Rental Property, Sharing Economy, Software","Los Angeles, California, United States","Social Spaces provides a transparent layer between landlords, subletters, and master lease holders",22038,NA,5/14/2014,day,"Apps, Commerce and Shopping, Data and Analytics, Real Estate, Software",NA,1-10,2,113000,NA,Private,NA,NA,1,NA,Seed,3/1/2020,NA,Seed,0,3,NA
0,935,Eyenuk,"Artificial Intelligence, Biotechnology, Health Care, Hospital, Medical, Medical Device","Woodland Hills, California, United States","Eyenuk is a computer vision startup headquartered in Los Angeles, CA.",22051,$1M to $10M,1/1/2010,year,"Artificial Intelligence, Biotechnology, Data and Analytics, Health Care, Science and Engineering, Software",1,1-10,3,5853710,NA,Private,NA,NA,1,NA,NA,4/30/2018,3000000,Venture - Series Unknown,6,11,NA
0,936,Compellon,"Analytics, Artificial Intelligence, Big Data, Software","Laguna Hills, California, United States","Compellon, a prescriptive analytics firm, delivers actionable intelligence and insights to its clients.",22054,NA,1/1/2010,year,"Artificial Intelligence, Data and Analytics, Science and Engineering, Software",3,11-50,4,11647195,1,Private,NA,Was Acquired,1,1,M&A,4/11/2016,6700000,Series A,NA,NA,NA
0,937,Tea Drops,"Food and Beverage, Tea","Los Angeles, California, United States","Tea Drops is a Los Angeles based, woman & minority owned organic tea company, making innovative, bagless, dissolvable teas.",22057,$1M to $10M,1/1/2014,year,Food and Beverage,1,1-10,2,1900000,3,Private,NA,NA,NA,1,NA,12/4/2019,NA,Venture - Series Unknown,0,3,NA
0,938,SEMYOU,"Cloud Computing, Enterprise Software, SaaS, Software","Los Angeles, California, United States",Cloud Services - Cloud Business-APPS,22064,$500M to $1B,3/3/2011,day,"Internet Services, Software",1,1001-5000,2,220000000,NA,Private,NA,NA,NA,NA,Late Stage Venture,1/20/2019,20000000,Series D,NA,NA,NA
0,939,InviteManager,"Computer, SaaS, Software","Calabasas, California, United States","InviteManager connects customers with their passions through a mobile, desktop, and CRM application automating customer entertainment.",22129,NA,8/21/2007,day,"Consumer Electronics, Hardware, Software",3,51-100,3,20000000,4,Private,NA,NA,2,2,Early Stage Venture,11/5/2015,14500000,Series B,0,1,NA
0,940,Fantasmo.io,"Augmented Reality, Mapping Services, Mobile, Robotics","Venice, California, United States","Fantasmo builds a decentralized, open source stack for indoor and outdoor 3D maps and camera-based positioning.",22135,NA,5/1/2014,day,"Hardware, Mobile, Navigation and Mapping, Science and Engineering, Software",2,1-10,5,2210000,9,Private,NA,NA,1,1,Seed,1/21/2019,NA,Seed,NA,NA,NA
0,941,Team Rubicon,"Communities, Non Profit, Public Safety","El Segundo, California, United States",Team Rubicon is a non-government organization providing disaster relief from the moment a disaster happens.,22136,$10M to $50M,1/1/2010,year,"Community and Lifestyle, Government and Military",2,11-50,1,1000000,1,Private,NA,NA,NA,1,NA,7/12/2016,1000000,Grant,0,4,NA
0,942,BORN,"Beauty, Consumer Goods, Fast-Moving Consumer Goods, Information Technology, Interior Design, Product Design, Retail Technology, Sporting Goods","Los Angeles, California, United States",BORN is the world's first private B2B platform that connects a global network of design-led lifestyle brands and retail buyers.,22179,NA,4/1/2016,day,"Commerce and Shopping, Consumer Goods, Design, Hardware, Information Technology, Real Estate, Software, Sports",1,11-50,1,6000000,NA,Private,NA,NA,NA,NA,Seed,1/1/2018,6000000,Seed,NA,NA,NA
0,943,Adway,"Advertising, Advertising Platforms, Marketing, Ride Sharing","Los Angeles, California, United States",Adway is the only mobility based advertising and data platform that uses projection to turn any car-body into a media display.,22189,NA,7/1/2018,month,"Advertising, Sales and Marketing, Transportation",2,1-10,2,3000000,2,Private,NA,NA,NA,NA,Seed,7/27/2019,3000000,Seed,1,1,NA
0,944,RxSight,"Health Care, Medical Device","Aliso Viejo, California, United States",RxSight is a medical devices company that offers intraocular lens and cataract surgery solutions.,22202,$1M to $10M,1/1/1997,year,Health Care,NA,101-250,1,21000000,1,Private,NA,NA,NA,1,Late Stage Venture,3/28/2017,21000000,Series H,33,11,NA
0,945,fastdata.io,"Big Data, Business Intelligence, Cloud Data Services, Data Mining, Database, GPU, Information Technology, Internet, Predictive Analytics","Santa Monica, California, United States",Fastdata.io is developing the world’s fastest and most efficient real-time stream processing software engine.,22208,NA,1/1/2016,year,"Artificial Intelligence, Data and Analytics, Hardware, Information Technology, Internet Services, Software",1,1-10,2,6500000,4,Private,NA,NA,2,3,Seed,3/27/2018,5000000,Seed,0,1,NA
0,946,Core Nutrition,"Health Care, Medical, Nutrition","El Segundo, California, United States",Core Nutrition is ultra-purified using our proprietary process that removes any harmful impurities and contaminants.,22242,NA,1/1/2015,year,"Food and Beverage, Health Care",1,51-100,3,43055460,NA,Private,NA,Was Acquired,NA,NA,M&A,5/24/2017,16230890,Venture - Series Unknown,2,15,NA
0,947,Azubu,"Digital Entertainment, eSports, News, Video Streaming","Sherman Oaks, California, United States","Azubu is a global entertainment network focused on eSports, providing unparalleled gaming, viewing, and interactive experiences .",22243,$10M to $50M,1/1/2011,year,"Content and Publishing, Media and Entertainment, Sports, Video",NA,51-100,2,95114142,2,Private,NA,Made Acquisitions,1,1,NA,12/9/2015,60614142,Debt Financing,0,1,NA
0,948,Riders Share,"Automotive, Internet, Sharing Economy","Los Angeles, California, United States",Riders Share is the largest online marketplace for street legal motorcycle rentals,22250,NA,8/1/2016,day,"Internet Services, Transportation",2,1-10,5,992500,6,Private,NA,NA,NA,2,Seed,5/1/2019,620000,Seed,NA,NA,NA
0,949,Wrazel,"Angel Investment, Banking, Cannabis, Crowdfunding, E-Commerce, Internet, Small and Medium Businesses, Venture Capital","Irvine, California, United States",Cannabis Industry B2B Directory & Investment Marketplace,22258,NA,1/1/2018,year,"Commerce and Shopping, Community and Lifestyle, Financial Services, Food and Beverage, Health Care, Internet Services, Lending and Investments",1,11-50,2,3500000,NA,Private,NA,NA,NA,NA,Seed,3/1/2019,3000000,Seed,NA,NA,NA
0,950,LoanNow,"Consumer Lending, Finance, Financial Services, FinTech, Personal Finance","Santa Ana, California, United States",Our mission is to help good people get better loans.,22271,$1M to $10M,6/1/2013,day,"Financial Services, Lending and Investments",2,11-50,2,56000000,NA,Private,NA,NA,NA,NA,Seed,1/6/2016,50000000,Debt Financing,0,2,NA
0,951,Mindshow,"Internet, Software, Virtual Reality","Los Angeles, California, United States","Mindshow is an app for creating, sharing, and experiencing shows in VR.",22290,$1M to $10M,1/1/2015,year,"Hardware, Internet Services, Software",5,11-50,1,6000000,7,Private,NA,NA,2,1,Early Stage Venture,3/23/2016,6000000,Series A,12,2,NA
0,952,inMarket,"Advertising, Apps, Hardware, Internet, Internet of Things, Location Based Services, Mobile, Retail, Shopping","Venice, California, United States","By applying machine learning to unprecedented 360 degree data, inMarket identifies and reaches consumers when they are most receptive.",22332,$1M to $10M,4/1/2010,day,"Advertising, Apps, Commerce and Shopping, Data and Analytics, Hardware, Internet Services, Mobile, Navigation and Mapping, Sales and Marketing, Software",2,51-100,1,1000000,2,Private,NA,Made Acquisitions,3,NA,Early Stage Venture,8/1/2010,1000000,Series A,5,13,NA
0,953,BLAZE™,"Computer, Electronics, Retail, Software","Newport Beach, California, United States",BLAZE™ is an enterprise resource planning platform for the legal cannabis industry,22342,NA,1/1/2016,year,"Commerce and Shopping, Consumer Electronics, Hardware, Software",1,11-50,1,1500000,1,Private,NA,NA,NA,1,Seed,7/25/2019,1500000,Seed,NA,NA,NA
0,954,Specific Media,"Advertising, Auctions, Digital Media","Irvine, California, United States",Specific Media is a next generation media platform company that enables brands to seamlessly connect with consumers from anywhere.,22360,$10M to $50M,7/1/2000,day,"Advertising, Commerce and Shopping, Media and Entertainment, Sales and Marketing",3,501-1000,6,130868275,4,Private,NA,Made Acquisitions,NA,3,NA,1/1/2012,NA,Secondary Market,0,1,NA
0,955,University of Southern California,"Association, Education, Non Profit, Training, Universities","Los Angeles, California, United States","The University of Southern California (USC) is a private research university in Los Angeles, California founded in 1880.",22377,Less than $1M,1/1/1880,year,Education,NA,10001+,,,NA,Private,NA,NA,6,NA,NA,,NA,NA,"1,193",89,NA
0,956,Chideo,"Charity, Mobile, Photography, Search Engine, Social Media, Video","Los Angeles, California, United States",Interactive platform helping charities,22415,$10M to $50M,8/1/2013,day,"Content and Publishing, Internet Services, Media and Entertainment, Mobile, Video",1,11-50,1,9100000,NA,Private,NA,Made Acquisitions,NA,NA,NA,4/22/2014,9100000,Venture - Series Unknown,0,5,NA
0,957,ShiftPixy,Sharing Economy,"Irvine, California, United States",A powerful scheduling and recruiting platform,22495,$50M to $100M,1/1/2015,year,NA,1,11-50,2,2429640,NA,Public,2017-06-30,NA,NA,NA,IPO,2/13/2017,397000,Seed,1,3,NA
0,958,Nkmax,"Biotechnology, Life Science","Santa Ana, California, United States",Nkmax is restoring immune function through the development of unique natural killer (NK) cell therapies.,22514,NA,1/1/2017,year,"Biotechnology, Science and Engineering",NA,11-50,1,11000000,NA,Private,NA,NA,NA,NA,Seed,12/17/2019,11000000,Seed,NA,NA,NA
0,959,Vive Organic,Organic,"Venice, California, United States","Vive Organic is dedicated to providing the highest quality, which extends far beyond our USDA Organic and Kosher Certifications.",22534,NA,12/1/2015,month,Sustainability,3,NA,1,7000000,4,Private,NA,NA,NA,1,Early Stage Venture,11/1/2018,7000000,Series A,0,2,NA
