"","Y","id","Organization.Name","CB.Rank..Company.","Headquarters.Location","Industry.Groups","Description","Estimated.Revenue.Range","Founded.Date","Number.of.Founders","Number.of.Employees","Number.of.Funding.Rounds","Total.Funding.Amount","Number.of.Investors","IPO.Status","IPO.Date","Acquisition.Status","Number.of.Events","Number.of.Lead.Investors","Funding.Status","Last.Funding.Date","Last.Funding.Amount.Currency..in.USD.","Last.Funding.Type","IPqwery...Total.Patents","IPqwery...Total.Trademarks"
"1037",0,1037,"Epoxy",24350,"Los Angeles, California, United States","Internet Services, Media and Entertainment, Software, Video","Epoxy builds tools to help YouTubers and networks optimize their business and deepen the relationship with their audience.","NA","1/1/2012","2","11-50",3,8500000,"9","Private","NA","Was Acquired",1,3,"M&A","1/1/2015","NA","Venture - Series Unknown","NA","NA"
"1038",0,1038,"CreatorUp",24351,"Los Angeles, California, United States","Education, Media and Entertainment, Software, Video","CreatorUp is a global leader in digital media training and video content creation.","$1M to $10M","6/1/2013","2","1-10",3,2046295,"4","Private","NA","NA",1,3,"Seed","10/6/2019","1000000","Seed","NA","NA"
"1039",0,1039,"Dun & Bradstreet Credibility Corporation",24354,"Malibu, California, United States","Data and Analytics, Financial Services, Lending and Investments","Dun & Bradstreet Credibility Corp. considers itself a 175 year-old startup.","NA","7/1/2010","NA","251-500",1,2e+08,"1","Private","NA","Made Acquisitions, Was Acquired",1,1,"M&A","7/29/2010","200000000","Private Equity","NA","NA"
"1040",0,1040,"Hardin Scientific, Inc.",24356,"Wildomar, California, United States","Biotechnology, Health Care, Science and Engineering","Hardin Scientific offers quality tools for exponential discovery and collaboration of the greatest minds within the Life Science Community.","Less than $1M","6/1/2015","2","1-10",1,1200000,"7","Private","NA","NA",NA,1,"Seed","6/1/2018","1200000","Seed","1","1"
"1041",0,1041,"Respira Technologies",24371,"West Hollywood, California, United States","Health Care","Hardware, Biotechnology","NA","8/23/2018","NA","1-10",1,2100000,"3","Private","NA","NA",NA,NA,"NA","1/10/2020","2100000","Convertible Note","NA","NA"
"1042",0,1042,"Credit Key",24376,"Venice, California, United States","Commerce and Shopping, Financial Services, Payments","Credit Key is a patented pay-over-time financing solution for e-commerce merchants.","Less than $1M","1/1/2015","1","11-50",3,2500000,"6","Private","NA","NA",1,1,"Seed","3/31/2018","2500000","Seed","NA","NA"
"1043",0,1043,"ENDALGO",24388,"Los Angeles, California, United States","Community and Lifestyle, Sports","Find soccer near you | ENDALGO is a soccer community platform that provides all the real-time soccer information in your area.","NA","10/4/2016","2","11-50",3,4300000,"NA","Private","NA","NA",NA,NA,"Seed","7/10/2018","3000000","Seed","NA","NA"
"1044",0,1044,"Cianna Medical",24395,"Aliso Viejo, California, United States","Health Care","Cianna Medical is a women’s health company dedicated to the treatment of early-stage breast cancer.","NA","1/1/2007","1","11-50",7,53498195,"8","Private","NA","Was Acquired",NA,1,"M&A","10/12/2016","4248192","Venture - Series Unknown","43","22"
"1045",0,1045,"ScoreBig",24445,"Los Angeles, California, United States","Commerce and Shopping, Events, Media and Entertainment","ScoreBIG is a live event marketplace that sells tickets for up to 60% below box office price for events held in U.S. cities.","NA","8/1/2009","2","51-100",8,59624999,"5","Private","NA","Was Acquired",1,3,"M&A","3/31/2016","2000000","Debt Financing","NA","NA"
"1046",0,1046,"Convertro",24446,"Santa Monica, California, United States","Advertising, Sales and Marketing","Convertro provides a marketing optimization platform that tracks and calculates the ROI of marketing touchpoints across all media.","NA","1/1/2005","4","51-100",6,18900000,"7","Private","NA","Was Acquired",NA,2,"M&A","1/14/2013","5000000","Series B","NA","NA"
"1047",0,1047,"Treehouse Real Estate Investment Trust",24449,"Culver City, California, United States","Financial Services, Real Estate","Treehouse Real Estate Investment Trust, Inc. (“Treehouse”) is a real estate investment company.","NA","1/1/2018","1","11-50",1,1.33e+08,"NA","Private","NA","NA",NA,NA,"NA","1/7/2019","133000000","Undisclosed","NA","NA"
"1048",0,1048,"Abbot's Butcher",24471,"Costa Mesa, California, United States","Food and Beverage","The Abbot's Butcher crafts premium plant-based meats.","NA","1/1/2018","1","NA",3,1100000,"2","Private","NA","NA",NA,1,"Seed","2/10/2019","NA","Convertible Note","0","1"
"1049",0,1049,"Cynvenio Biosystems",24478,"Westlake Village, California, United States","Biotechnology, Health Care, Science and Engineering","Cynvenio Biosystems is a molecular diagnostics company that involves in the early detection and treatment of cancer.","$1M to $10M","1/1/2006","1","11-50",10,45825885,"3","Private","NA","NA",NA,1,"Early Stage Venture","6/17/2015","25500000","Series B","4","4"
"1050",0,1050,"Sidekick",24489,"Los Angeles, California, United States","NA","Scalable coaching tool for ICs to help managers best support their teams","NA","1/1/2017","3","1-10",2,1e+06,"2","Private","NA","NA",NA,NA,"NA","12/12/2018","1000000","Venture - Series Unknown","NA","NA"
"1051",0,1051,"Vizzario",24492,"Venice, California, United States","Artificial Intelligence, Biotechnology, Data and Analytics, Design, Hardware, Science and Engineering, Software","Using AI to Improve Human Computer Interactions","$1M to $10M","1/1/2014","3","1-10",2,2160862,"2","Private","NA","NA",NA,1,"Seed","10/1/2018","NA","Seed","9","7"
"1052",0,1052,"DirecTech Labs",24564,"Santa Monica, California, United States","Artificial Intelligence, Data and Analytics, Information Technology, Sales and Marketing, Software","DirecTech Labs is the first and only machine learning, predictive analytic, and BI platform for the $186B Direct Sales industry.","Less than $1M","1/1/2016","2","11-50",5,2e+06,"5","Private","NA","NA",NA,NA,"Seed","8/13/2019","NA","Debt Financing","0","1"
"1053",0,1053,"OUYA",24581,"Los Angeles, California, United States","Consumer Electronics, Gaming, Hardware, Media and Entertainment","OUYA develops and delivers open video game consoles for televisions.","NA","1/1/2012","2","11-50",4,33600000,"8","Private","NA","Was Acquired",NA,3,"M&A","1/29/2015","10000000","Venture - Series Unknown","NA","NA"
"1054",0,1054,"Novus Therapeutics, Inc.",24591,"Irvine, California, United States","Biotechnology, Health Care, Science and Engineering","Pharmaceutical company focusing on development of ear, nose, and throat (ENT) products","$100M to $500M","1/1/2004","1","11-50",5,124764000,"7","Public","2014-09-26","Made Acquisitions",NA,2,"IPO","5/15/2013","35500000","Series E","1","4"
"1055",0,1055,"Pitch",24594,"Manhattan Beach, California, United States","Artificial Intelligence, Data and Analytics, Education, Media and Entertainment, Mobile, Music and Audio, Science and Engineering, Software","Your sing-along AI coach","NA","2/1/2018","1","1-10",1,1e+06,"NA","Private","NA","NA",NA,NA,"Seed","6/30/2018","1000000","Pre-Seed","0","4"
"1056",0,1056,"Ensign Group",24633,"Mission Viejo, California, United States","Health Care","The Company is a provider of skilled nursing and rehabilitative care services.","$500M to $1B","1/1/1999","1","10001+",2,2.5e+08,"2","Public","2007-11-09","Made Acquisitions",NA,NA,"IPO","2/8/2016","100000000","Post-IPO Debt","NA","NA"
"1057",0,1057,"Sequent Medical",24697,"Aliso Viejo, California, United States","Health Care, Manufacturing","Sequent Medical develops innovative catheter-based technologies for the treatment of neurovascular diseases.","NA","1/1/2007","2","51-100",5,65100000,"4","Private","NA","Was Acquired",NA,2,"M&A","4/8/2014","20000000","Series D","37","9"
"1058",0,1058,"Green Gorilla",24698,"Los Angeles, California, United States","Community and Lifestyle, Food and Beverage, Health Care","Green Gorilla is an international group focused on expanding our world's access to hemp based solutions.","Less than $1M","11/15/2013","2","11-50",1,2500000,"NA","Private","NA","NA",NA,NA,"Seed","1/7/2016","2500000","Seed","0","5"
"1059",0,1059,"Upgrade Labs",24740,"Santa Monica, California, United States","Health Care","Upgrade Labs is offers biohacking health and fitness facility which utilizes technology to to improving mental and physical performance.","NA","1/1/2017","NA","11-50",1,6450000,"NA","Private","NA","NA",NA,NA,"NA","10/11/2018","6450000","Venture - Series Unknown","0","1"
"1060",0,1060,"Fitz Frames",24797,"Los Angeles, California, United States","Apps, Consumer Goods, Education, Manufacturing, Mobile, Software","Solving glasses for kids and parents, because those who can see the world are the ones who will change it.","NA","1/1/2016","2","1-10",2,2500000,"1","Private","NA","NA",NA,NA,"Seed","8/15/2019","2500000","Seed","0","4"
"1061",0,1061,"Ubix Labs",24802,"San Juan Capistrano, California, United States","Artificial Intelligence, Data and Analytics, Internet Services, Science and Engineering, Software","AI-on-Demand for Enterprises","Less than $1M","1/1/2011","2","11-50",4,3550000,"3","Private","NA","Made Acquisitions",NA,1,"Seed","9/15/2016","NA","Convertible Note","NA","NA"
"1062",0,1062,"Deep Meditate",24817,"Walnut, California, United States","Apps, Health Care, Software, Sports","Deep Meditate is a mental fitness application platform that helps its users in meditation.","NA","12/12/2019","1","1-10",1,150000,"1","Private","NA","NA",NA,NA,"Seed","3/16/2020","150000","Pre-Seed","NA","NA"
"1063",0,1063,"Oaktree Capital Management",24831,"Los Angeles, California, United States","Financial Services","Oaktree Capital Management is a privately owned investment manager.","$100M to $500M","1/1/1995","1","1-10",NA,NA,"NA","Public","2012-04-12","Made Acquisitions, Was Acquired",NA,NA,"M&A",NA,"NA","NA","0","14"
"1064",0,1064,"FreshRealm",24847,"Ventura, California, United States","Food and Beverage","FreshRealm is an evolutionary step in how food will be consumed in the U.S","$1M to $10M","1/1/2013","4","11-50",1,1e+07,"NA","Private","NA","NA",NA,NA,"NA","5/19/2014","10000000","Venture - Series Unknown","2","8"
"1065",0,1065,"JuiceBot",24890,"Los Angeles, California, United States","Food and Beverage, Health Care, Media and Entertainment, Transportation","An organic fresh raw automated juice bar inside of a vending machine. First approved in USA.","NA","1/1/2013","NA","11-50",2,8250000,"NA","Private","NA","NA",2,NA,"Seed","1/4/2017","5000000","Seed","0","5"
"1066",0,1066,"Prizeo",24899,"Los Angeles, California, United States","Media and Entertainment","Prizeo is a platform for celebrities to raise funds for charitable causes by offering rewards and exciting experiences to donors.","Less than $1M","1/1/2012","3","11-50",3,2500000,"16","Private","NA","Was Acquired",NA,1,"M&A","7/31/2014","NA","Venture - Series Unknown","0","3"
"1067",0,1067,"Century Housing",24916,"Culver City, California, United States","Community and Lifestyle, Real Estate","Century Housing invests in homes and communities so that low income individuals and families may have a dignified living environment,","$10M to $50M","1/1/1995","NA","51-100",1,4700000,"1","Private","NA","NA",NA,1,"NA","2/25/2020","4700000","Grant","NA","NA"
"1068",0,1068,"CytRx",24964,"Los Angeles, California, United States","Biotechnology, Health Care, Science and Engineering","CytRx is a biopharmaceutical research and development company specializing.","Less than $1M","1/1/2002","NA","11-50",2,1.26e+08,"NA","Delisted","1986-11-21","Made Acquisitions",NA,NA,"IPO","2/8/2016","40000000","Post-IPO Debt","15","2"
"1069",0,1069,"Cirrus Insight",24993,"Irvine, California, United States","Information Technology, Internet Services, Messaging and Telecommunications, Sales and Marketing, Software","Cirrus Insight automatically keeps Salesforce CRM up to date for sales teams from Gmail, Outlook, and Mobile.","$1M to $10M","4/1/2011","2","51-100",1,550000,"2","Private","NA","Made Acquisitions",7,NA,"Seed","8/19/2013","550000","Seed","0","3"
"1070",0,1070,"OpenDrives",25020,"Los Angeles, California, United States","Gaming, Hardware, Information Technology, Media and Entertainment, Privacy and Security, Software","Open Drives builds network attached, shared storage solution for high resolution image and video workflows.","Less than $1M","3/29/2011","2","51-100",2,1.1e+07,"1","Private","NA","NA",NA,NA,"NA","11/1/2015","8000000","Venture - Series Unknown","NA","NA"
"1071",0,1071,"George Smith Partners",25107,"Los Angeles, California, United States","Real Estate","George Smith Partners is a real estate investment banking firm in Los Angeles.","$1M to $10M","1/1/1992","1","11-50",1,4.6e+08,"1","Private","NA","NA",6,1,"NA","7/8/2019","460000000","Debt Financing","NA","NA"
"1072",0,1072,"NanoH2O",25125,"Los Angeles, California, United States","Natural Resources, Science and Engineering","NanoH2O enhances current polymer-based membranes with a nano-structured material that allows additional control of key membrane properties.","NA","1/1/2005","1","NA",3,95500000,"7","Private","NA","Was Acquired",NA,3,"M&A","4/30/2012","60500000","Venture - Series Unknown","4","4"
"1073",0,1073,"MobLab",25185,"Pasadena, California, United States","Gaming, Mobile, Software","MobLab specializes in developing games and experiments for economics and management for high schools, colleges, and universities.","NA","1/1/2011","2","11-50",1,3050000,"1","Private","NA","NA",NA,1,"Early Stage Venture","6/21/2018","3050000","Series A","0","4"
"1074",0,1074,"Sentrian",25188,"Aliso Viejo, California, United States","Artificial Intelligence, Data and Analytics, Health Care, Information Technology, Software, Travel and Tourism","Sentrian is using biosensors and machine learning to make spotting","$1M to $10M","1/1/2011","1","11-50",9,15711000,"5","Private","NA","NA",NA,2,"Early Stage Venture","12/5/2016","NA","Series A","0","1"
"1075",0,1075,"Beauty By Design",25192,"Los Angeles, California, United States","Commerce and Shopping, Consumer Goods, Hardware, Software","eCommerce, DTC, CPG, Beauty","$1M to $10M","10/1/2017","3","11-50",1,2200000,"8","Private","NA","NA",NA,1,"Seed","2/6/2018","2200000","Seed","0","1"
