"","Y","id","Organization.Name","Industries","Headquarters.Location","Description","CB.Rank..Company.","Estimated.Revenue.Range","Founded.Date","Founded.Date.Precision","Industry.Groups","Number.of.Founders","Number.of.Employees","Number.of.Funding.Rounds","Total.Funding.Amount","Number.of.Investors","IPO.Status","IPO.Date","Acquisition.Status","Number.of.Events","Number.of.Lead.Investors","Funding.Status","Last.Funding.Date","Last.Funding.Amount.Currency..in.USD.","Last.Funding.Type","IPqwery...Total.Patents","IPqwery...Total.Trademarks","Investment.Stage"
"439",1,439,"Bitvore","Artificial Intelligence, Big Data, Machine Learning, Real Time, Software","Irvine, California, United States","Real-time information for companies.",9604,"NA","1/1/2009","year","Artificial Intelligence, Data and Analytics, Science and Engineering, Software","2","11-50",4,27294700,"3","Private","NA","NA","NA","1","NA","2/2/2018","14200000","Venture - Series Unknown","21","11","NA"
"1509",0,1509,"Kite & Lightning","Gaming, Social, Virtual Reality","Los Angeles, California, United States","Virtual Reality Creative Development Studio.",36486,"NA","1/1/2013","year","Gaming, Hardware, Software","2","1-10",1,2500000,"7","Private","NA","NA","3","1","Seed","7/26/2016","2500000","Seed","NA","NA","NA"
"1341",0,1341,"Distributed Machines","Blockchain, Crowdsourcing, Education, Information Technology","Santa Monica, California, United States","Distributed Machines, Inc. serves as a parent company for ventures in the blockchain, distributed ledger and education industry.",32231,"Less than $1M","1/1/2014","year","Education, Information Technology","4","11-50",4,31129878,"2","Private","NA","NA","1","1","Early Stage Venture","2/8/2018","30000000","Series A","NA","NA","NA"
"215",1,215,"Obsidian Security","Computer, Cyber Security, Network Security","Newport Beach, California, United States","A leading provider of cloud identity protection for the enterprise.",4993,"Less than $1M","1/1/2017","year","Consumer Electronics, Hardware, Information Technology, Privacy and Security","3","11-50",2,29500000,"3","Private","NA","NA","3","2","Early Stage Venture","2/27/2019","20000000","Series B","0","1","NA"
"1061",0,1061,"Ubix Labs","Analytics, Artificial Intelligence, Big Data, Cloud Computing, Internet of Things, Real Time","San Juan Capistrano, California, United States","AI-on-Demand for Enterprises",24802,"Less than $1M","1/1/2011","year","Artificial Intelligence, Data and Analytics, Internet Services, Science and Engineering, Software","2","11-50",4,3550000,"3","Private","NA","Made Acquisitions","NA","1","Seed","9/15/2016","NA","Convertible Note","NA","NA","NA"
"1192",0,1192,"Ampsy","Analytics, Lead Generation, SaaS, Social Media","Los Angeles, California, United States","Social Aggregation as a Service. ""Hootsuite for social aggregation & visualization.""",28416,"Less than $1M","4/1/2011","month","Data and Analytics, Internet Services, Media and Entertainment, Sales and Marketing, Software","2","1-10",6,7290000,"15","Private","NA","NA","3","1","Seed","12/15/2017","3000000","Seed","NA","NA","NA"
"176",1,176,"Overnight","Apps, Travel","Los Angeles, California, United States","Overnight is a mobile-forward, last-minute booking app that facilitates same-day stays with local hosts",4064,"$1M to $10M","1/1/2015","year","Apps, Software, Travel and Tourism","3","1-10",2,2650000,"24","Private","NA","NA","NA","2","Seed","2/25/2016","2500000","Seed","0","1","NA"
"1113",0,1113,"REPEAT","CRM, E-Commerce, Machine Learning, Retail Technology","Los Angeles, California, United States","Data-driven replenishment for CPG brands",26201,"NA","1/1/2018","month","Artificial Intelligence, Commerce and Shopping, Data and Analytics, Hardware, Information Technology, Sales and Marketing, Software","2","1-10",2,1285000,"6","Private","NA","NA","NA","2","Seed","11/16/2018","1165000","Pre-Seed","NA","NA","NA"
"1135",0,1135,"Elude","Adventure Travel, Leisure, Search Engine, Social Network, Travel","Los Angeles, California, United States","Elude, is a spontaneous travel search engine that allows users to discover and book unique travel packages based only on budget.",26891,"NA","2/12/2016","day","Community and Lifestyle, Internet Services, Travel and Tourism","2","1-10",5,8e+05,"6","Private","NA","NA","NA","1","Seed","2/1/2020","NA","Pre-Seed","NA","NA","NA"
"742",0,742,"ILIA Beauty","Cosmetics","Laguna Beach, California, United States","ILIA Beauty is a new path for beauty by balancing safety with product performance.",16922,"NA","1/1/2011","year","Consumer Goods","1","11-50",2,3e+06,"2","Private","NA","NA","NA","2","Early Stage Venture","1/10/2020","NA","Series B","0","12","NA"
"472",0,472,"Storyblaster","Social Media, Social Media Marketing, Software","Studio City, California, United States","Storyblaster is a computer software platform designed for crowdfunding.",10526,"NA","1/1/2016","year","Internet Services, Media and Entertainment, Sales and Marketing, Software","2","11-50",3,4710000,"5","Private","NA","NA","NA","2","Seed","3/5/2020","2500000","Seed","1","2","NA"
"740",0,740,"Machinima","Digital Media, Gaming, Media and Entertainment, Video, Video Games","West Hollywood, California, United States","Machinima is an online entertainment network that features clips and teasers from numerous video games.",16890,"NA","1/1/2000","month","Gaming, Media and Entertainment, Video","1","101-250",7,91550000,"10","Private","NA","Was Acquired","1","4","M&A","2/19/2015","24000000","Series E","0","2","NA"
"486",0,486,"Camino Financial","Commercial Lending, Credit, Financial Services, FinTech, Small and Medium Businesses","Los Angeles, California, United States","Camino Financial is a data-driven fintech platform pioneering affordable small business loans to Latinx businesses",10798,"NA","1/1/2014","year","Financial Services, Lending and Investments","2","51-100",9,20350000,"7","Private","NA","NA","NA","3","Early Stage Venture","12/11/2019","8000000","Series A","0","1","NA"
"1021",0,1021,"Seed&Spark","Crowdfunding, Film, Video Streaming","Los Angeles, California, United States","Seed&Spark is an entertainment platform for conscious consumers actively increasing diversity and representation in entertainment.",24067,"$1M to $10M","5/1/2012","day","Content and Publishing, Financial Services, Media and Entertainment, Video","1","11-50",7,4e+06,"16","Private","NA","NA","NA","NA","Seed","5/27/2018","2000000","Seed","0","3","NA"
"370",1,370,"Noonlight","Apps, Mobile, Personal Health, Public Safety, Security, Smart Home, Wellness","Santa Monica, California, United States","Emergency verification and response APIs, backed by real humans.",8203,"$1M to $10M","5/1/2013","day","Apps, Consumer Electronics, Government and Military, Health Care, Mobile, Privacy and Security, Real Estate, Software","4","11-50",4,10800000,"7","Private","NA","NA","NA","2","NA","1/23/2020","NA","Corporate Round","NA","NA","NA"
"1121",0,1121,"Kaleo Software","Collaboration, Enterprise Software, Knowledge Management","El Segundo, California, United States","We automate self-help across the enterprise",26343,"NA","1/1/2011","year","Software","2","11-50",3,8787500,"8","Private","NA","NA","NA","3","Early Stage Venture","10/20/2015","7000000","Series A","0","1","NA"
"1566",0,1566,"Duuple","Charity, Communities, Digital Entertainment, Media and Entertainment, Mobile Apps, Non Profit, Social Media, Social Network","Los Angeles, California, United States","Duuple is a Mobile App/Social Media Platform enabling users to raise money and awareness for various causes by posting/accepting challenges.",37999,"NA","7/18/2017","day","Apps, Community and Lifestyle, Internet Services, Media and Entertainment, Mobile, Software","NA","11-50",1,6e+06,"NA","Private","NA","NA","NA","NA","Seed","2/23/2017","6000000","Seed","NA","NA","NA"
"1626",0,1626,"League of Legends","Gaming, Online Portals, Video Games","Los Angeles, California, United States","League of Legends is a fast-paced, competitive online game.",39907,"$500M to $1B","10/27/2009","day","Gaming, Internet Services","NA","NA",NA,NA,"NA","Private","NA","NA","NA","NA","NA",NA,"NA","NA","NA","NA","NA"
"1853",0,1853,"Talnts","Apps, iOS, Mobile, Professional Networking, Social Media","Woodland Hills, California, United States","Talnts is a smartphone application that enables users to discover, connect, and collaborate with professional talent in their localities.",45878,"Less than $1M","1/1/2013","year","Apps, Community and Lifestyle, Internet Services, Media and Entertainment, Mobile, Platforms, Professional Services, Software","3","1-10",1,1500000,"NA","Private","NA","NA","NA","NA","Seed","1/18/2015","1500000","Seed","0","2","NA"
"1434",0,1434,"OnSite Waste Technologies","Medical Device","Newport Beach, California, United States","OnSite Waste Technologies' mission is to reduce the cost, risk, and environmental impact of medical waste processing and disposal.",34584,"NA","1/1/2013","year","Health Care","1","11-50",1,3500000,"2","Private","NA","NA","NA","2","Seed","5/22/2019","3500000","Seed","NA","NA","NA"
"1268",0,1268,"NantBioscience","Genetics, Health Care, Health Diagnostics, Therapeutics","Culver City, California, United States","NantBioscience is a division of Soon-Shiong’s umbrella company, NantWorks. Develops protein-level drugs in pursuit of personalized medicine.",30160,"NA","1/1/2013","year","Biotechnology, Health Care","1","NA",3,1.1e+08,"1","Private","NA","NA","NA","NA","NA","5/5/2015","10000000","Venture - Series Unknown","21","0","NA"
"598",0,598,"WeRecover","Fitness, Health Care, Hospitality, Mobile Apps, Online Portals, Rehabilitation, Search Engine, Travel, Wellness","Santa Monica, California, United States","WeRecover is a transparent search engine for addiction treatment resources.",13354,"Less than $1M","1/1/2016","day","Apps, Health Care, Internet Services, Mobile, Software, Sports, Travel and Tourism","2","11-50",4,5250000,"11","Private","NA","NA","NA","2","Seed","11/13/2018","2000000","Seed","0","2","NA"
"871",0,871,"Snipfeed","Media and Entertainment, Mobile","Los Angeles, California, United States","ALL YOUR FAVORITE CONTENT IN ONE PLACE",20309,"NA","1/1/2018","day","Media and Entertainment, Mobile","3","1-10",3,7e+05,"8","Private","NA","NA","NA","NA","Seed","7/1/2019","300000","Pre-Seed","NA","NA","NA"
"1397",0,1397,"DACOR","Consumer Electronics, Consumer Goods, Home Decor, Home Renovation, Manufacturing","Los Angeles, California, United States","Dacor are responsible for many of the innovations that improve the way people cook.",33756,"NA","1/1/1965","year","Consumer Electronics, Consumer Goods, Hardware, Manufacturing, Real Estate","1","251-500",1,13500000,"1","Private","NA","Was Acquired","1","1","M&A","6/15/2016","13500000","Debt Financing","0","45","NA"
"1470",0,1470,"Wallaby Financial","Cloud Computing, Credit, Finance","Pasadena, California, United States","Wallaby Financial helps consumers get the most out of their credit cards by optimizing usage based on individual preferences.",35478,"NA","1/1/2012","year","Financial Services, Internet Services, Lending and Investments, Software","2","11-50",1,1100000,"8","Private","NA","Was Acquired","NA","1","M&A","8/30/2012","1100000","Seed","0","1","NA"
"51",1,51,"BSAMPLY","B2B, Data Integration, E-Commerce, Fashion, Operating Systems, SaaS, Sales Automation, Software, Textiles","Los Angeles, California, United States","BSAMPLY is a B2B Sales Platform designed to make sales processes easier and faster. From research to purchase.",1083,"NA","8/31/2017","day","Clothing and Apparel, Commerce and Shopping, Data and Analytics, Design, Information Technology, Manufacturing, Platforms, Sales and Marketing, Software","2","11-50",3,1120000,"4","Private","NA","NA","NA","1","Seed","3/20/2020","100000","Seed","0","3","NA"
"481",0,481,"Specright","SaaS, Software, Supply Chain Management","Irvine, California, United States","Specright’s Specification Data Management™platform enables companies to manage & map product and packaging data across the supply chain..",10722,"NA","11/1/2014","month","Software, Transportation","1","51-100",3,11955273,"4","Private","NA","NA","NA","1","Early Stage Venture","4/29/2019","8800000","Series A","0","6","NA"
"998",0,998,"Numecent","Enterprise Software, Information Technology, Software, Virtualization","Irvine, California, United States","Numecent develops a 'cloudpaging' technology that transmits pre-virtualized native software instructions in a transient manner.",23315,"$1M to $10M","1/1/2012","year","Hardware, Information Technology, Software","2","11-50",3,31100000,"4","Private","NA","Made Acquisitions","5","2","Late Stage Venture","11/17/2015","15500000","Series C","52","4","NA"
"1671",0,1671,"Applied BioCode","Biotechnology, Genetics, Health Diagnostics, Life Science","Santa Fe Springs, California, United States","Applied BioCode commercializes a multiplexing system used in clinical testing, life science research, medicine, and the AgBio field.",40770,"$1M to $10M","1/1/2008","year","Biotechnology, Health Care, Science and Engineering","1","11-50",3,17505680,"NA","Private","NA","NA","NA","NA","NA","4/8/2016","9255600","Venture - Series Unknown","5","0","NA"
"686",0,686,"Chromatik","Apps, Audio, Media and Entertainment, Music, Software","Santa Monica, California, United States","Chromatik builds products for musicians to learn, play, and share the music they love.",15438,"NA","1/1/2010","year","Apps, Media and Entertainment, Music and Audio, Software","1","11-50",2,7700000,"20","Private","NA","Was Acquired","NA","1","M&A","5/8/2013","5700000","Series A","0","1","NA"
"734",0,734,"360VUZ","3D Technology, Apps, Augmented Reality, Broadcasting, Media and Entertainment, Mobile Apps, Video, Video on Demand, Video Streaming, Virtual Reality","Los Angeles, California, United States","360VUZ is the pioneer LIVE 360 Mobile App in Teleporting people in time.",16794,"NA","1/1/2017","day","Apps, Content and Publishing, Hardware, Media and Entertainment, Mobile, Software, Video","1","11-50",4,1350000,"3","Private","NA","NA","1","NA","Seed","1/22/2019","NA","Seed","NA","NA","NA"
